ano,sigla_uf,id_municipio,tipo_vinculo,vinculo_ativo_3112,faixa_remuneracao_media_sm,valor_remuneracao_media_sm,faixa_etaria,sexo
2006,SP,3518800,10,1,4,2.5,3,1
2006,RS,4318705,50,1,2,1.29,2,1
2006,PR,4109401,10,1,2,1.17,3,2
2006,SP,3513801,10,1,4,2.85,5,2
2006,PE,2616407,10,1,2,1.14,5,2
2006,RJ,3304557,10,1,2,1.08,5,1
2006,SP,3513009,10,1,11,22.65,6,1
2006,ES,3204104,25,1,2,1.04,5,1
2006,SP,3550308,10,0,4,2.07,3,1
2006,SP,3556701,10,1,4,2.45,5,2
2006,SP,3520509,10,1,5,3.21,3,2
2006,SP,3550308,10,1,4,2.47,4,1
2006,PR,4120903,10,1,2,1.43,3,1
2006,RR,1400100,10,1,4,2.23,3,1
2006,SP,3552205,10,1,5,3.26,5,2
2006,SP,3502804,10,1,6,4.22,6,1
2006,PR,4119152,10,0,5,3.22,5,1
2006,SC,4205407,30,1,7,5.96,6,1
2006,SP,3550308,10,1,6,4.88,7,2
2006,SP,3515004,10,1,6,4.27,6,1
2006,RJ,3304557,10,1,4,2.37,3,1
2006,PR,4101705,10,1,2,1.2,5,2
2006,PR,4104600,10,1,3,1.78,5,1
2006,SP,3513801,10,1,4,2.87,3,1
2006,MG,3140704,10,1,3,1.7,6,2
2006,MA,2105427,10,1,2,1.36,6,1
2006,SP,3550308,10,1,11,30.43,7,1
2006,SP,3518800,10,1,4,2.56,5,1
2006,PR,4125506,10,1,3,1.86,7,2
2006,RS,4314100,10,0,4,2.28,5,1
2006,BA,2910800,10,1,2,1.18,5,2
2006,SP,3550308,10,1,9,11.47,5,2
2006,SP,3550308,10,1,2,1.38,3,2
2006,SP,3548500,10,1,7,6.24,4,2
2006,RJ,3304557,10,1,2,1.17,3,2
2006,MG,3143302,10,1,,0.0,7,1
2006,MS,5002704,30,1,11,51.82,6,1
2006,PR,4120804,10,0,3,1.88,7,2
2006,SC,4215802,50,1,2,1.37,4,2
2006,PI,2207702,10,1,2,1.41,6,1
2006,PE,2611606,30,1,9,10.08,6,1
2006,RJ,3304300,10,0,2,1.35,6,1
2006,SP,3552502,10,1,,0.0,5,1
2006,SP,3523107,10,0,5,3.88,7,1
2006,PE,2612471,30,1,2,1.07,7,2
2006,RJ,3304557,10,0,4,2.06,4,2
2006,BA,2905701,15,0,2,1.23,4,1
2006,RS,4305108,10,1,4,2.48,4,1
2006,MA,2101400,10,0,2,1.4,3,1
2006,SP,3550308,10,0,4,2.89,4,2
2006,SP,3551009,30,1,5,3.38,6,1
2006,SP,3547304,10,1,4,2.13,6,1
2006,SP,3550308,30,1,6,4.59,7,1
2006,SP,3550308,10,0,4,2.97,8,1
2006,RN,2408003,20,0,2,1.06,6,1
2006,PB,2511103,10,0,6,4.75,5,1
2006,PR,4127106,60,1,2,1.42,5,2
2006,PR,4105805,10,0,2,1.33,5,1
2006,SP,3550308,35,1,0,0.49,6,2
2006,BA,2927408,10,0,2,1.1,5,1
2006,RS,4322251,10,1,5,3.14,6,1
2006,RJ,3304557,10,0,2,1.41,3,2
2006,SP,3517208,25,1,3,1.53,4,1
2006,SP,3550308,10,1,7,5.41,4,1
2006,GO,5204805,30,1,3,1.68,5,2
2006,MG,3118601,10,1,2,1.13,5,1
2006,SC,4216602,10,1,3,1.94,3,2
2006,RS,4316907,30,1,5,3.79,6,2
2006,SP,3550308,35,1,7,5.78,6,2
2006,RS,4307906,10,0,5,3.88,6,1
2006,RJ,3304557,10,0,5,3.12,3,2
2006,SP,3531407,20,0,4,2.55,3,1
2006,MG,3143302,10,1,2,1.05,4,2
2006,SP,3550308,10,1,4,2.27,4,1
2006,PR,4102109,10,0,2,1.46,3,1
2006,SP,3530607,10,1,6,4.59,6,1
2006,PR,4106902,10,1,7,5.36,6,1
2006,MA,2111300,30,1,5,3.27,7,2
2006,GO,5208707,10,1,2,1.42,4,1
2006,SP,3530805,10,0,1,0.82,3,1
2006,AM,1301852,10,0,2,1.34,6,1
2006,RS,4323002,10,1,0,0.49,3,1
2006,PE,2608503,10,1,4,2.39,5,1
2006,RN,2408102,10,0,3,1.81,5,1
2006,SP,3550308,10,1,4,2.13,5,1
2006,ES,3205200,10,1,2,1.41,6,1
2006,SP,3516853,10,1,4,2.94,3,1
2006,SC,4213609,10,0,4,2.71,4,1
2006,RJ,3302858,10,1,4,2.07,3,1
2006,RJ,3304557,10,1,2,1.29,3,1
2006,SP,3550308,10,1,,0.0,6,1
2006,SP,3547809,10,1,3,1.52,4,2
2006,SP,3550308,10,0,2,1.5,5,1
2006,SP,3529807,10,0,2,1.06,3,1
2006,SP,3546405,10,0,9,12.31,5,2
2006,SP,3549904,10,1,2,1.41,3,2
2006,ES,3204203,10,1,2,1.22,4,2
2006,SC,4210100,10,0,2,1.03,4,1
2006,RN,2408102,30,1,4,2.7,6,2
2006,AL,2702306,20,1,3,1.8,5,1
2006,RJ,3304557,10,0,7,6.02,3,1
2006,MG,3106200,10,0,9,10.74,6,2
2006,RJ,3303906,10,1,3,1.6,5,1
2006,MG,3106200,10,0,2,1.28,4,2
2006,MG,3148103,25,0,5,3.48,3,1
2006,RS,4314803,10,1,4,2.13,5,2
2006,PE,2607901,30,1,7,5.37,5,1
2006,SP,3545308,10,0,4,2.31,3,2
2006,MS,5007950,75,1,4,2.72,8,1
2006,SP,3518800,10,0,11,49.35,6,1
2006,RS,4319000,10,1,3,1.67,3,1
2006,SP,3549904,10,1,7,6.7,6,1
2006,SP,3509502,10,1,3,1.77,3,1
2006,MG,3129509,31,1,3,1.76,5,1
2006,SP,3555000,10,1,1,0.76,4,1
2006,AL,2702009,30,1,4,2.48,5,1
2006,SP,3550308,10,0,4,2.25,6,2
2006,PE,2611606,30,1,8,8.91,6,2
2006,SC,4202305,10,0,4,2.02,4,1
2006,RJ,3304557,30,1,9,13.0,7,2
2006,SP,3529005,10,0,4,2.21,5,2
2006,SP,3523909,10,1,4,2.14,6,2
2006,RJ,3304557,10,1,5,3.16,5,1
2006,MG,3106200,10,0,4,2.36,4,2
2006,SP,3516200,10,1,6,4.16,5,1
2006,PA,1500602,10,0,1,1.0,3,2
2006,SP,3549805,10,1,4,2.05,3,2
2006,SP,3541703,20,1,4,2.38,4,1
2006,MG,3170107,10,0,1,0.99,4,1
2006,SP,3523107,10,1,4,2.06,5,2
2006,DF,5300108,30,1,9,14.17,6,2
2006,RJ,3304557,10,1,8,9.35,5,1
2006,RS,4314100,10,1,4,2.04,4,2
2006,SC,4211900,10,1,3,1.78,3,1
2006,PR,4106902,30,1,4,2.97,4,2
2006,RN,2404101,35,1,1,0.98,3,2
2006,SE,2800308,10,1,2,1.13,5,2
2006,MA,2100055,25,1,2,1.02,5,1
2006,BA,2927408,10,1,9,10.66,5,2
2006,MG,3122702,31,1,3,1.99,5,2
2006,AM,1302603,30,1,7,6.55,5,2
2006,SP,3525904,10,1,3,1.81,2,2
2006,PR,4101507,10,0,2,1.03,3,2
2006,SP,3526902,10,1,4,2.06,4,1
2006,PI,2211001,10,1,2,1.27,4,1
2006,SE,2803500,10,1,2,1.1,3,1
2006,MG,3147105,10,0,4,2.12,5,1
2006,CE,2304400,10,1,1,1.0,4,2
2006,SP,3550308,10,1,10,18.69,4,1
2006,MG,3170206,10,1,4,2.54,4,1
2006,MG,3124203,30,1,2,1.5,6,2
2006,SP,3548500,10,1,7,5.7,7,2
2006,AC,1200401,30,1,6,4.05,7,2
2006,DF,5300108,30,1,8,7.35,6,1
2006,TO,1721208,31,1,1,1.0,5,2
2006,RJ,3302601,10,0,6,4.34,4,1
2006,SP,3550308,10,1,7,5.1,5,1
2006,PR,4106902,30,1,5,3.24,6,1
2006,GO,5208707,10,1,2,1.3,5,1
2006,SP,3539509,35,1,6,4.51,3,2
2006,RO,1100205,30,1,5,3.39,4,1
2006,MA,2111300,10,1,7,5.1,7,1
2006,MG,3127701,10,0,2,1.21,5,1
2006,MS,5004601,20,0,3,1.95,3,1
2006,RS,4302105,10,1,4,2.43,3,1
2006,SP,3550308,30,1,6,4.4,7,2
2006,SP,3509254,10,1,5,3.48,5,1
2006,SP,3548500,40,1,6,4.07,5,1
2006,SP,3550308,35,1,5,3.36,5,1
2006,SP,3550308,10,1,5,3.97,7,1
2006,RS,4319604,30,1,4,2.35,5,1
2006,SC,4208906,10,1,4,2.13,5,2
2006,DF,5300108,10,1,4,2.39,4,1
2006,RJ,3300233,10,0,2,1.32,4,2
2006,RJ,3303500,10,1,2,1.32,3,1
2006,SE,2800308,30,1,7,5.71,5,2
2006,RJ,3304557,10,0,3,1.66,5,2
2006,SP,3548708,10,1,4,2.68,5,1
2006,SP,3550308,50,0,3,1.74,3,1
2006,DF,5300108,10,1,2,1.33,3,1
2006,SP,3541000,10,1,5,3.21,7,1
2006,GO,5208707,10,0,1,1.0,3,1
2006,PI,2211001,10,1,2,1.05,5,1
2006,SP,3520509,10,0,4,2.65,6,1
2006,MG,3170206,30,1,6,4.18,6,1
2006,PI,2211001,10,1,2,1.02,5,2
2006,RJ,3304557,10,0,8,8.17,5,2
2006,SP,3530607,10,1,2,1.24,6,1
2006,SP,3550308,30,1,8,9.4,5,2
2006,BA,2903201,10,0,2,1.33,5,1
2006,RJ,3301900,30,1,2,1.46,6,2
2006,PB,2507002,10,1,2,1.1,4,1
2006,PR,4104709,10,1,1,0.83,3,2
2006,RJ,3304557,10,0,4,2.22,7,1
2006,AM,1302603,10,1,2,1.08,5,1
2006,MT,5103403,10,0,2,1.28,3,1
2006,MG,3131307,10,1,3,1.64,5,1
2006,BA,2919207,30,1,4,2.75,5,2
2006,MG,3152105,25,0,2,1.05,5,1
2006,BA,2919926,31,1,3,1.63,6,1
2006,SC,4204608,10,0,3,1.71,6,1
2006,GO,5221601,10,0,2,1.03,5,2
2006,CE,2304400,10,1,2,1.02,5,2
2006,MG,3101607,10,1,3,1.72,3,1
2006,PR,4110706,10,0,2,1.46,3,2
2006,MG,3143302,10,0,2,1.11,6,2
2006,SP,3546405,10,1,5,3.05,4,1
2006,SP,3537305,10,0,4,2.1,5,2
2006,MG,3162500,10,0,9,12.39,5,1
2006,PB,2507507,10,1,2,1.07,5,1
2006,RJ,3303906,10,1,8,8.56,5,1
2006,PR,4109708,10,1,2,1.12,3,2
2006,GO,5208707,10,1,4,2.81,6,2
2006,SP,3550308,30,1,4,2.88,3,1
2006,MG,3170800,10,1,8,9.29,6,1
2006,SP,3550308,10,1,8,9.37,5,1
2006,SP,3550308,10,0,3,1.51,4,2
2006,RS,4313508,10,1,2,1.15,3,2
2006,PE,2611606,30,1,4,2.14,5,1
2006,AM,1301852,30,1,3,1.63,5,1
2006,DF,5300108,30,1,2,1.47,7,1
2006,SC,4217204,31,1,3,1.77,4,2
2006,SP,3518800,10,1,8,9.04,4,1
2006,SP,3524501,10,1,3,1.56,2,1
2006,RJ,3304557,10,1,3,1.81,4,1
2006,MG,3170701,30,1,4,2.49,6,1
2006,BA,2907509,10,1,2,1.03,4,2
2006,PR,4106902,10,0,3,1.78,5,1
2006,PR,4122602,10,1,2,1.42,4,2
2006,PR,4106902,10,1,2,1.5,6,2
2006,MG,3172103,10,1,2,1.35,6,2
2006,RJ,3304557,10,1,5,3.26,4,2
2006,CE,2301604,30,1,1,1.0,5,1
2006,DF,5300108,30,1,8,8.09,6,2
2006,SP,3530706,60,0,7,6.11,5,1
2006,SP,3543402,10,1,3,1.52,4,1
2006,RJ,3304557,10,1,4,2.2,7,2
2006,RS,4314902,10,1,3,1.61,5,1
2006,SC,4202404,50,0,4,2.57,4,1
2006,SP,3550308,10,1,5,3.22,3,1
2006,MG,3118601,10,1,2,1.33,3,1
2006,SC,4208401,10,1,3,1.54,3,2
2006,MT,5107602,10,1,4,2.22,7,1
2006,PR,4105805,10,1,5,3.31,5,1
2006,AM,1302603,10,1,2,1.07,5,2
2006,SP,3550308,60,0,4,2.03,2,1
2006,GO,5201108,10,1,2,1.08,5,2
2006,MG,3170529,35,1,2,1.23,6,2
2006,SC,4218954,25,1,2,1.45,3,1
2006,MG,3106200,10,1,2,1.17,5,1
2006,RS,4301503,10,1,2,1.18,2,1
2006,RJ,3300456,30,1,5,3.31,7,2
2006,SP,3550308,50,1,3,1.64,3,1
2006,SP,3543907,50,0,4,2.99,5,1
2006,ES,3205309,10,0,3,1.83,5,1
2006,PR,4105904,10,1,4,2.36,3,1
2006,RS,4310108,10,1,2,1.1,3,2
2006,AM,1302603,55,0,1,0.8,3,1
2006,MS,5003207,10,1,4,2.62,4,1
2006,PR,4101002,10,1,2,1.17,4,2
2006,SC,4205803,10,1,3,1.63,6,1
2006,MT,5103403,10,1,2,1.28,4,1
2006,MG,3106200,10,1,1,1.0,6,2
2006,SE,2803401,30,1,3,2.0,6,2
2006,SP,3536703,20,0,2,1.19,5,1
2006,MG,3106200,10,1,3,1.62,3,2
2006,PR,4123501,10,1,2,1.44,3,1
2006,GO,5213103,10,0,2,1.36,4,1
2006,AM,1302603,90,1,3,1.57,5,1
2006,SP,3548500,10,1,9,14.46,7,2
2006,CE,2304400,10,0,2,1.04,6,2
2006,PB,2504009,10,1,4,2.16,3,1
2006,RJ,3304557,10,1,3,1.95,4,2
2006,MG,3136702,10,0,2,1.07,6,2
2006,SP,3550308,10,1,4,2.44,6,1
2006,GO,5208707,10,1,3,1.57,3,2
2006,SP,3550308,10,1,2,1.25,4,1
2006,CE,2312908,10,1,2,1.15,3,2
2006,RJ,3304904,35,1,4,2.36,5,1
2006,PR,4127106,60,0,,0.0,5,1
2006,SP,3547809,10,0,2,1.49,3,1
2006,RS,4320404,10,1,3,1.74,6,1
2006,DF,5300108,10,1,8,9.08,5,1
2006,SP,3552205,10,0,4,2.37,4,2
2006,PR,4128708,10,1,2,1.42,5,1
2006,BA,2927408,30,1,2,1.49,8,2
2006,SP,3507605,10,1,3,1.71,5,2
2006,RJ,3304557,10,1,5,3.35,4,1
2006,BA,2927408,10,0,2,1.23,5,1
2006,MG,3106200,10,1,3,1.85,3,1
2006,SP,3530805,10,1,2,1.11,6,1
2006,SP,3550308,10,1,2,1.19,6,2
2006,SC,4208450,10,1,2,1.06,7,1
2006,SP,3530607,30,1,9,12.86,7,1
2006,MG,3122306,30,1,4,2.41,5,2
2006,CE,2304400,10,1,2,1.47,6,2
2006,RJ,3303302,10,1,,0.0,7,2
2006,SE,2800308,30,1,4,2.64,6,1
2006,BA,2927408,10,1,2,1.47,4,2
2006,BA,2931301,30,1,2,1.06,6,2
2006,PA,1501402,10,1,3,1.53,6,1
2006,SP,3537107,10,0,4,2.24,5,1
2006,SP,3550308,50,0,4,2.4,3,2
2006,RJ,3304557,50,0,2,1.45,3,1
2006,SP,3520103,10,1,5,3.57,5,2
2006,MG,3170107,10,0,5,3.58,6,1
2006,MT,5107602,10,0,2,1.5,3,1
2006,SP,3525706,10,1,2,1.44,3,1
2006,SP,3552809,10,1,2,1.35,6,2
2006,SP,3538006,10,0,3,1.57,3,1
2006,RJ,3303906,10,1,3,1.56,6,1
2006,SC,4216206,35,1,8,7.28,6,1
2006,AM,1302603,30,1,4,2.88,3,1
2006,SC,4205407,10,1,5,3.54,5,2
2006,SP,3525904,10,1,5,3.11,5,2
2006,MG,3104205,10,0,2,1.02,6,1
2006,SP,3522703,10,1,3,1.64,6,2
2006,DF,5300108,10,1,2,1.24,5,1
2006,PR,4109708,10,1,3,1.98,5,1
2006,SP,3550308,10,1,3,1.76,3,2
2006,SP,3550308,10,0,5,3.82,3,2
2006,PI,2211001,10,1,2,1.05,4,1
2006,MG,3118601,10,1,3,1.73,4,1
2006,MA,2111300,60,1,5,3.51,6,2
2006,BA,2927408,10,1,2,1.24,7,1
2006,PR,4106902,10,1,7,5.41,7,2
2006,RJ,3301702,10,0,4,2.61,7,1
2006,RN,2408102,10,1,2,1.14,4,2
2006,RS,4314902,10,1,2,1.26,3,1
2006,RS,4318101,10,1,2,1.23,3,2
2006,SP,3550308,10,1,11,26.48,5,2
2006,SP,3548500,10,1,3,1.72,3,2
2006,SP,3547809,10,0,3,1.76,3,2
2006,PA,1501402,30,1,2,1.25,6,2
2006,BA,2914703,20,0,1,1.0,4,1
2006,PR,4110706,10,1,4,2.13,3,2
2006,RJ,3301009,10,1,,0.0,7,1
2006,SP,3516002,70,0,3,1.71,6,1
2006,MG,3170404,30,1,2,1.32,4,2
2006,RN,2402006,10,1,1,1.0,3,1
2006,SP,3550308,10,1,4,2.6,5,1
2006,PE,2611606,30,1,2,1.23,6,2
2006,MG,3170206,10,1,5,3.71,5,2
2006,BA,2918001,10,1,2,1.05,3,1
2006,CE,2304400,10,1,9,13.34,6,1
2006,SP,3501608,10,0,3,1.84,5,2
2006,CE,2304400,30,1,6,4.53,6,2
2006,RJ,3301702,10,1,2,1.3,5,2
2006,MA,2111300,10,1,2,1.44,4,1
2006,MG,3106200,10,1,3,1.94,5,1
2006,RJ,3302403,10,0,4,2.29,3,1
2006,MG,3106200,90,1,2,1.23,3,2
2006,SC,4214805,10,1,1,0.88,6,1
2006,RJ,3304557,35,1,4,2.63,4,1
2006,MT,5102678,15,1,1,1.0,7,2
2006,CE,2304400,30,1,5,3.53,6,2
2006,DF,5300108,30,1,9,13.58,5,2
2006,SP,3550308,10,1,3,1.84,5,1
2006,PR,4126108,10,0,2,1.26,7,1
2006,SP,3504107,10,1,5,3.74,6,1
2006,MG,3105608,30,1,2,1.4,3,1
2006,MT,5103403,15,1,2,1.43,5,2
2006,SP,3503901,10,1,10,15.21,5,1
2006,SP,3516200,10,1,3,1.98,6,1
2006,SP,3517406,60,0,4,2.77,6,1
2006,CE,2304400,10,1,4,2.49,5,2
2006,RJ,3304557,10,0,9,12.35,6,2
2006,RJ,3304557,30,1,11,44.26,5,1
2006,SP,3550308,10,1,3,1.65,3,1
2006,MA,2103505,10,1,1,1.0,3,2
2006,SP,3509502,10,1,7,6.49,5,1
2006,SC,4202404,10,1,3,1.84,5,2
2006,SP,3548708,10,1,8,9.96,6,1
2006,RS,4300604,10,1,6,4.46,5,2
2006,RS,4315602,10,1,3,1.89,3,2
2006,RJ,3303955,10,1,2,1.05,3,2
2006,RJ,3304557,10,1,2,1.14,3,1
2006,ES,3205309,10,1,3,1.52,4,1
2006,RJ,3300407,10,1,2,1.05,6,1
2006,RJ,3304557,35,1,4,2.65,5,1
2006,PE,2601904,10,0,2,1.08,6,1
2006,RJ,3304557,10,1,2,1.33,3,1
2006,SC,4205407,10,1,3,1.8,3,1
2006,CE,2314003,10,0,1,0.77,6,2
2006,MG,3107703,25,0,3,1.6,4,1
2006,SP,3538709,10,1,3,1.94,6,1
2006,SP,3541406,60,0,3,1.57,4,2
2006,MG,3106200,10,0,3,1.77,7,1
2006,RS,4304606,10,1,7,6.25,5,2
2006,SP,3550308,10,0,3,1.52,6,2
2006,SP,3538709,15,1,2,1.34,3,2
2006,MG,3143104,25,0,1,0.51,5,1
2006,MS,5007208,10,0,2,1.25,6,2
2006,RJ,3301009,10,1,2,1.4,5,2
2006,SP,3543402,10,0,4,2.92,5,1
2006,RJ,3300456,35,1,2,1.02,6,1
2006,PB,2504009,10,0,2,1.25,4,1
2006,SP,3550308,50,0,2,1.21,3,1
2006,MG,3152501,10,0,2,1.05,5,2
2006,SP,3550308,10,0,4,2.04,5,1
2006,SP,3550308,10,0,2,1.12,2,1
2006,SP,3548708,10,1,6,4.35,6,1
2006,GO,5219308,10,1,3,1.59,4,1
2006,PA,1501402,10,1,4,2.97,6,1
2006,GO,5208707,10,0,1,0.99,4,1
2006,MG,3106200,30,1,4,2.71,7,2
2006,BA,2927408,10,0,2,1.02,3,1
2006,PR,4127106,10,0,4,2.22,5,1
2006,AM,1302603,10,1,6,4.91,5,1
2006,AP,1600303,10,1,2,1.5,3,1
2006,BA,2926657,75,0,1,0.75,6,1
2006,SC,4209102,10,1,5,3.02,5,1
2006,PE,2609600,10,1,2,1.09,3,1
2006,SP,3505708,10,1,7,5.08,4,1
2006,PR,4106902,10,0,3,1.74,4,2
2006,SP,3525904,10,1,6,4.03,4,2
2006,BA,2930709,10,1,3,1.71,3,2
2006,GO,5201405,10,1,2,1.18,4,2
2006,BA,2927408,30,1,2,1.36,6,2
2006,PR,4115705,30,1,4,2.14,5,2
2006,GO,5215231,30,1,6,4.03,6,2
2006,MS,5003702,10,0,6,4.26,3,2
2006,SP,3550308,10,1,4,2.41,4,2
2006,SP,3550308,10,0,2,1.28,3,1
2006,MT,5107800,30,1,3,1.7,6,1
2006,PR,4106902,30,1,7,5.79,7,2
2006,DF,5300108,10,0,2,1.05,3,2
2006,SP,3550308,10,1,2,1.49,3,1
2006,AL,2704302,10,1,2,1.03,5,1
2006,SP,3530607,10,0,3,1.65,5,1
2006,PE,2604106,10,1,3,1.64,6,1
2006,SP,3517208,30,1,5,3.99,6,1
2006,RJ,3302403,50,1,6,4.13,4,1
2006,MG,3136702,10,1,3,1.54,7,2
2006,SP,3553955,25,1,1,0.69,2,2
2006,SC,4205407,15,1,3,1.77,6,1
2006,RJ,3302403,10,0,2,1.49,4,1
2006,PR,4108304,10,0,2,1.24,7,1
2006,MG,3127701,10,0,2,1.47,5,1
2006,SP,3550308,10,0,5,3.4,6,1
2006,SP,3550308,10,1,,0.0,5,1
2006,SC,4208906,10,0,2,1.13,3,2
2006,PA,1501402,10,1,2,1.42,3,2
2006,RS,4307005,10,1,4,2.67,6,1
2006,RJ,3305109,10,1,4,2.14,3,1
2006,MG,3151107,10,1,2,1.33,6,1
2006,RJ,3304557,31,1,3,1.59,3,2
2006,SP,3507605,10,0,3,1.74,3,2
2006,PR,4109708,10,1,1,0.55,3,2
2006,SP,3534708,10,0,4,2.09,3,1
2006,RS,4313409,10,1,4,2.47,6,1
2006,BA,2927408,10,0,2,1.37,5,1
2006,SP,3550308,30,1,7,6.09,6,2
2006,RS,4313409,10,1,2,1.27,4,1
2006,GO,5201108,10,1,5,3.22,3,1
2006,RR,1400100,10,1,2,1.14,4,1
2006,SP,3511102,15,1,2,1.16,4,2
2006,BA,2927408,10,1,2,1.02,3,2
2006,CE,2304202,10,1,2,1.03,7,2
2006,GO,5208707,10,1,2,1.09,3,2
2006,SP,3513504,10,1,5,3.03,5,2
2006,RJ,3304557,10,1,2,1.28,7,1
2006,MG,3167202,10,0,3,1.76,7,1
2006,RJ,3300456,10,1,2,1.32,4,1
2006,PA,1500800,10,1,2,1.37,3,2
2006,SP,3526803,10,0,2,1.31,4,2
2006,RS,4314902,10,1,2,1.29,4,1
2006,PR,4108403,10,0,5,3.25,4,2
2006,SP,3550308,10,0,6,4.94,5,1
2006,SP,3515004,10,1,4,2.23,6,2
2006,SP,3550308,10,1,1,0.87,4,1
2006,RS,4314902,30,1,5,3.5,5,1
2006,SP,3502200,15,1,2,1.14,7,1
2006,MG,3140902,25,0,1,1.0,3,1
2006,PR,4118402,10,1,1,0.81,7,2
2006,SP,3550308,10,1,6,5.0,6,1
2006,RS,4314902,10,1,2,1.43,7,1
2006,RS,4314902,10,1,9,12.09,6,2
2006,MG,3149309,30,1,3,1.73,7,2
2007,SP,3550308,10,0,8,7.34,4,2
2007,SP,3542107,20,0,3,1.55,3,1
2007,MG,3106200,30,1,5,3.95,6,2
2007,SP,3550308,30,1,8,9.49,7,2
2007,PA,1508100,10,1,2,1.16,5,1
2007,RJ,3300407,10,0,4,2.41,5,1
2007,PE,2610707,10,0,2,1.14,5,2
2007,RS,4305108,10,0,3,1.8,4,2
2007,MT,5107909,10,1,3,1.54,5,1
2007,CE,2304400,30,1,6,4.1,7,2
2007,SC,4219309,10,0,4,2.15,4,1
2007,AL,2704302,20,1,,0.0,7,1
2007,GO,5208707,10,1,1,0.73,3,1
2007,MG,3106200,10,0,3,1.85,3,1
2007,RS,4312252,10,0,3,1.86,6,1
2007,MG,3170107,10,0,1,0.94,3,1
2007,SP,3550308,10,1,11,20.74,4,1
2007,MG,3121803,97,0,2,1.19,6,2
2007,RJ,3303906,10,1,3,1.59,4,1
2007,MT,5101803,10,1,2,1.5,5,1
2007,CE,2312908,10,1,2,1.02,3,1
2007,SP,3538709,10,0,2,1.19,3,2
2007,PR,4106902,10,0,4,2.82,5,1
2007,BA,2929354,30,1,2,1.27,6,2
2007,MG,3106200,10,1,7,5.2,4,2
2007,CE,2304400,10,1,5,3.52,7,1
2007,AM,1302603,10,1,8,8.54,6,1
2007,SP,3530607,10,1,5,3.45,5,1
2007,MG,3106200,10,1,4,2.58,4,2
2007,SC,4202404,10,1,3,1.8,3,1
2007,DF,5300108,10,0,2,1.04,3,2
2007,PA,1501402,10,1,2,1.1,7,2
2007,SC,4205407,10,1,1,0.99,3,1
2007,AL,2700102,10,1,4,2.35,7,1
2007,SP,3550308,10,1,,0.0,4,1
2007,MG,3118007,31,1,5,4.0,6,2
2007,SP,3529401,10,1,2,1.39,5,1
2007,SC,4205902,10,1,11,21.05,6,1
2007,RJ,3304557,30,1,5,3.6,4,1
2007,SP,3513009,10,1,3,1.56,4,1
2007,SP,3550308,35,0,1,0.76,4,1
2007,SP,3549805,10,1,6,4.06,6,1
2007,SP,3548708,50,0,4,2.74,5,2
2007,RJ,3304557,30,1,5,3.73,5,2
2007,SP,3527207,10,1,2,1.05,3,1
2007,BA,2905701,10,1,2,1.21,3,1
2007,PR,4119905,10,1,7,6.29,6,1
2007,RS,4313409,10,0,2,1.34,7,2
2007,SP,3508504,10,0,2,1.16,4,2
2007,MA,2105302,10,0,2,1.08,3,1
2007,SP,3525904,10,0,3,1.9,4,1
2007,PE,2608750,20,1,2,1.45,3,1
2007,SP,3506003,10,1,2,1.5,5,2
2007,PI,2211001,10,1,2,1.08,5,2
2007,PA,1504703,30,1,4,2.58,6,2
2007,RJ,3301009,15,0,7,5.76,4,1
2007,SP,3550308,10,1,11,50.82,6,1
2007,MG,3156403,75,0,4,2.01,6,2
2007,MG,3106200,10,1,2,1.48,4,1
2007,SC,4210100,35,1,3,1.79,7,2
2007,PR,4106902,10,0,3,1.87,4,1
2007,SP,3523909,10,0,2,1.38,3,1
2007,PR,4105508,10,1,3,1.52,3,2
2007,CE,2311801,31,1,1,0.81,5,2
2007,RJ,3304557,35,1,7,5.17,6,1
2007,CE,2300200,30,1,1,0.86,4,1
2007,SP,3539806,50,1,7,5.53,5,1
2007,SP,3552205,10,1,7,6.98,5,1
2007,SP,3547809,10,0,5,3.55,5,1
2007,BA,2927408,10,1,3,1.51,6,1
2007,SP,3550308,10,0,7,5.63,3,1
2007,AL,2704302,10,0,2,1.23,5,1
2007,PR,4115200,10,0,4,2.18,5,2
2007,PR,4106902,10,1,9,12.31,6,1
2007,SP,3509502,10,0,2,1.27,5,2
2007,MG,3162104,10,1,2,1.03,3,1
2007,SP,3550308,35,1,7,5.09,7,2
2007,BA,2928703,10,1,2,1.08,4,2
2007,BA,2919207,10,1,2,1.25,3,2
2007,ES,3204005,30,1,6,4.8,6,2
2007,SP,3505302,20,0,4,2.18,6,1
2007,RJ,3304557,10,1,7,5.64,3,1
2007,RN,2407807,35,1,4,2.68,7,2
2007,BA,2918407,10,0,3,1.78,4,1
2007,RJ,3300704,35,1,3,1.74,7,2
2007,SC,4209102,10,0,6,4.11,6,1
2007,SP,3548708,10,0,4,2.51,6,1
2007,RN,2402600,30,1,2,1.12,6,2
2007,RS,4313409,10,1,5,3.1,5,1
2007,RJ,3302403,10,0,2,1.4,3,2
2007,SP,3526209,10,1,7,6.57,5,2
2007,GO,5212501,30,1,5,3.07,6,1
2007,SP,3527603,10,1,6,4.86,4,2
2007,MG,3118601,10,1,3,1.7,3,2
2007,RS,4314902,10,0,1,0.63,2,1
2007,PR,4115200,10,1,2,1.36,5,2
2007,RS,4305108,10,1,7,6.79,7,1
2007,MG,3106200,10,0,2,1.16,3,2
